elevation,slope,aspect,lst,ndvi,precip,fire_label
5126.0,89.99944,168.09839,-0.3661855256353622,-0.029851836433369854,161.17260120263072,0
1303.0,89.999176,253.44293,28.02810000390759,0.5510030487553343,318.1314520555657,0
988.0,89.99877,173.90414,30.46792850111313,0.6367066930249925,177.25324091273743,0
2484.0,89.99913,194.98163,16.15268175758211,0.616930119811003,87.68418266505726,1
276.0,89.909966,45.0,23.021849936277263,0.6020657113465299,34.71296095366665,1
349.0,89.95499,135.0,26.17192387122386,0.42294291316998245,14.736226124008036,1
220.0,89.95974,288.43494,22.915257252992532,0.39361875734279556,18.676129297464698,1
260.0,89.95974,161.56505,22.164104028382173,0.5704647198278339,32.022938150647796,0
1669.0,89.99891,69.38637,19.387222298969363,0.5446075886413135,43.55863451683612,0
1254.0,89.998985,115.95338,22.573471630846694,0.44936836222375637,16.939754469437283,0
5126.0,89.99885,262.74683,-13.035134286818666,-0.027746817170657377,124.54008764801213,0
455.0,89.983284,23.198593,22.091187197865185,0.6981000288780701,18.24291954845483,0
2037.0,89.99934,222.89449,12.66743162612678,0.5007622327997747,87.8716170010563,1
1788.0,89.999306,228.08218,12.65659696848842,0.5533887284360741,87.71570575473588,1
1456.0,89.99901,195.88385,11.608778973028798,0.5044894300582135,87.02969627092862,1
1504.0,89.99831,0.76390076,10.554598882205966,0.6233608707357983,86.87378502460878,1
1943.0,89.999214,20.224861,9.743338231955281,0.6916081823214291,80.86594369736217,1
1619.0,89.99945,237.41429,11.012511066596128,0.6082191695085076,79.01877489099044,1
1794.0,89.999146,241.54298,10.591324781364035,0.6190523862557603,79.0784208334331,1
1519.0,89.99932,142.76517,11.457395583776746,0.5782763158741322,78.80580193953546,1
1791.0,89.99921,161.79152,12.56238195233478,0.4928226613404451,77.96596118956222,1
1931.0,89.99952,232.35239,13.117929114183013,0.5478886752550921,104.49392063600855,1
1216.0,89.99969,224.79897,12.288321266202647,0.4804488870355793,105.80577685124558,1
497.0,89.9977,219.14398,14.72990783934703,0.8450453030215195,110.04863751907175,0
261.0,89.98953,189.46231,21.997745428646418,0.4109754868561476,152.01189969705587,0
2786.0,89.998924,336.0375,10.50951192841924,0.47271484021138654,117.19782882438011,0
2005.0,89.9992,262.07306,11.098131804922243,0.8409300245209615,77.73318987626988,0
4954.0,89.9982,77.73523,-12.938507402686833,-0.037516064694302326,156.86859175421841,0
4834.0,89.99659,277.69604,-15.184327102375963,-0.03581828987750078,234.13778009028056,0
219.0,89.983284,113.19859,16.73474787520408,0.787765291564399,157.3064329453942,0
1151.0,89.99181,225.0,11.579653671639274,0.5695590952225044,136.46402983354696,0
5083.0,89.998314,218.54118,-13.663882320091762,-0.034466772086336646,152.73004598899124,0
254.0,89.909966,45.0,24.86465938225535,0.5557003957156205,1.251983491498723,1
214.0,89.95974,71.56505,27.111628267780944,0.37801215609689764,1.2041243622614053,1
211.0,89.981995,81.869896,27.203682494539628,0.3297698474753068,0.7380029446019645,1
5815.0,89.999245,82.83276,-5.378872167619955,-0.03350826404462671,201.8012518382186,0
1848.0,89.9988,357.83893,16.623952567309743,0.7584392642650428,12.464057280549575,0
245.0,89.983284,246.8014,23.768860861248363,0.5095021032125028,2.993490737966701,0
275.0,89.991,98.130104,23.39132649546125,0.5834793681981024,1.293219455443759,0
2180.0,89.99936,20.995995,14.98577510504858,0.7476459629539778,71.02977165568332,0
1984.0,89.99869,75.67728,15.52662086468901,0.5524517485594457,29.58993398039653,0
1032.0,89.99929,220.01064,29.385656874107916,0.44330163810212986,88.04818033202045,1
1607.0,89.99926,237.78345,31.89534045906705,0.40640255241619583,70.86651909671221,1
219.0,89.97153,63.434948,33.614781522467425,0.32285750671516794,60.1268245590108,1
4470.0,89.99921,188.93561,13.144048115819654,0.06627036717606476,168.2356572774329,0
2048.0,89.99917,218.6598,27.167232886439315,0.5843060093456444,160.5261733739444,0
349.0,89.98953,189.46231,25.964137827101315,0.5439603257240662,21.030955946449918,1
2178.0,89.99772,260.7067,28.911171902824844,0.7356827002401949,2.704189356604515,1
1701.0,89.999054,267.8789,29.82776638236537,0.6129056269540765,2.74294218823447,1
1547.0,89.99881,37.405357,30.95145278444037,0.5438490314731552,1.3165172423228295,1
1954.0,89.99883,245.55605,29.13666350755149,0.5693523748060533,1.2957209810688333,1
2430.0,89.999306,211.60751,27.893314615568116,0.6864970704590416,0.1986778070940258,1
1977.0,89.99893,158.82425,29.425917486136356,0.5523753822309996,0.20363120717645067,1
1994.0,89.99891,38.73651,31.466450099034162,0.478936819472101,1.1397436383335993,1
1997.0,89.99892,336.9296,30.984164157736043,0.5146302777122118,1.2617119953561815,1
1850.0,89.99922,304.56253,34.689200965451505,0.4358174340896988,1.0464675281555254,1
1704.0,89.99943,125.8954,34.8727184455451,0.45120273607856876,0.010592722315257113,1
